,count,mean,std,min,25%,50%,75%,max,skew,kurtosis
ID,551.0,13.892921960072595,8.696151959411209,1.0,6.0,12.0,21.5,30.0,0.269598048446313,-1.2071607086096334
Side,551.0,1.5680580762250453,0.4957965531098064,1.0,1.0,2.0,2.0,2.0,-0.2755404832910715,-1.9311001253982114
Window,551.0,61.00181488203267,53.57324634528826,0.0,24.0,48.0,84.0,324.0,1.6452520770705588,3.8400343298376534
cnn_feat_0_mean,551.0,0.003278370015323162,0.004269413184374571,0.0,0.0,0.0007557023782283068,0.0059199947863817215,0.017752915620803833,1.1777173280715942,0.18594062328338623
cnn_feat_0_std,551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cnn_feat_0_min,551.0,0.003278370015323162,0.004269413184374571,0.0,0.0,0.0007557023782283068,0.0059199947863817215,0.017752915620803833,1.1777173280715942,0.18594062328338623
cnn_feat_0_max,551.0,0.003278370015323162,0.004269413184374571,0.0,0.0,0.0007557023782283068,0.0059199947863817215,0.017752915620803833,1.1777173280715942,0.18594062328338623
cnn_feat_1_mean,551.0,0.0520404689013958,0.011489495635032654,0.02516152895987034,0.04356491193175316,0.0504615418612957,0.06028508208692074,0.08530599623918533,0.2850050926208496,-0.599530816078186
cnn_feat_1_std,551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cnn_feat_1_min,551.0,0.0520404689013958,0.011489495635032654,0.02516152895987034,0.04356491193175316,0.0504615418612957,0.06028508208692074,0.08530599623918533,0.2850050926208496,-0.599530816078186
cnn_feat_1_max,551.0,0.0520404689013958,0.011489495635032654,0.02516152895987034,0.04356491193175316,0.0504615418612957,0.06028508208692074,0.08530599623918533,0.2850050926208496,-0.599530816078186
cnn_feat_2_mean,551.0,0.04476359486579895,0.008261900395154953,0.02539842203259468,0.03771812096238136,0.04393709823489189,0.05250534042716026,0.06333759427070618,-0.09222429990768433,-1.197463035583496
cnn_feat_2_std,551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cnn_feat_2_min,551.0,0.04476359486579895,0.008261900395154953,0.02539842203259468,0.03771812096238136,0.04393709823489189,0.05250534042716026,0.06333759427070618,-0.09222429990768433,-1.197463035583496
cnn_feat_2_max,551.0,0.04476359486579895,0.008261900395154953,0.02539842203259468,0.03771812096238136,0.04393709823489189,0.05250534042716026,0.06333759427070618,-0.09222429990768433,-1.197463035583496
cnn_feat_3_mean,551.0,0.013619226403534412,0.007789074908941984,0.0,0.007166457362473011,0.013088817708194256,0.01980305276811123,0.031128304079174995,0.16542711853981018,-0.92929607629776
cnn_feat_3_std,551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cnn_feat_3_min,551.0,0.013619226403534412,0.007789074908941984,0.0,0.007166457362473011,0.013088817708194256,0.01980305276811123,0.031128304079174995,0.16542711853981018,-0.92929607629776
cnn_feat_3_max,551.0,0.013619226403534412,0.007789074908941984,0.0,0.007166457362473011,0.013088817708194256,0.01980305276811123,0.031128304079174995,0.16542711853981018,-0.92929607629776
cnn_feat_4_mean,551.0,0.03981687128543854,0.030296005308628082,0.0,0.006903077941387892,0.0407726876437664,0.06828999146819115,0.09096328914165497,0.009057004004716873,-1.4794811010360718
cnn_feat_4_std,551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cnn_feat_4_min,551.0,0.03981687128543854,0.030296005308628082,0.0,0.006903077941387892,0.0407726876437664,0.06828999146819115,0.09096328914165497,0.009057004004716873,-1.4794811010360718
cnn_feat_4_max,551.0,0.03981687128543854,0.030296005308628082,0.0,0.006903077941387892,0.0407726876437664,0.06828999146819115,0.09096328914165497,0.009057004004716873,-1.4794811010360718
cnn_feat_5_mean,551.0,0.002613451099023223,0.002850702963769436,0.0001993967598536983,0.0009578562167007476,0.001342920120805502,0.003001241711899638,0.014586645178496838,1.8740788698196411,2.669386386871338
cnn_feat_5_std,551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cnn_feat_5_min,551.0,0.002613451099023223,0.002850702963769436,0.0001993967598536983,0.0009578562167007476,0.001342920120805502,0.003001241711899638,0.014586645178496838,1.8740788698196411,2.669386386871338
cnn_feat_5_max,551.0,0.002613451099023223,0.002850702963769436,0.0001993967598536983,0.0009578562167007476,0.001342920120805502,0.003001241711899638,0.014586645178496838,1.8740788698196411,2.669386386871338
cnn_feat_6_mean,551.0,0.02006823755800724,0.0038841483183205128,0.008571729063987732,0.017729103565216064,0.020313166081905365,0.022718725726008415,0.03145064786076546,-0.17760904133319855,0.05188848078250885
cnn_feat_6_std,551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cnn_feat_6_min,551.0,0.02006823755800724,0.0038841483183205128,0.008571729063987732,0.017729103565216064,0.020313166081905365,0.022718725726008415,0.03145064786076546,-0.17760904133319855,0.05188848078250885
cnn_feat_6_max,551.0,0.02006823755800724,0.0038841483183205128,0.008571729063987732,0.017729103565216064,0.020313166081905365,0.022718725726008415,0.03145064786076546,-0.17760904133319855,0.05188848078250885
cnn_feat_7_mean,551.0,0.04943682625889778,0.014595670625567436,0.011886024847626686,0.03719516657292843,0.049958761781454086,0.06194077804684639,0.07747938483953476,-0.17514435946941376,-0.9338132739067078
cnn_feat_7_std,551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
