,count,mean,std,min,25%,50%,75%,max,skew,kurtosis
cnn_feat_16_max,1077.0,0.014196895062923431,0.010248907841742039,0.00042071184725500643,0.004664249252527952,0.012471901252865791,0.02277023158967495,0.04166779667139053,0.36632949113845825,-1.0016424655914307
cnn_feat_17_mean,1077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cnn_feat_17_std,1077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cnn_feat_17_min,1077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cnn_feat_17_max,1077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cnn_feat_18_mean,1077.0,0.029122337698936462,0.0049594733864068985,0.008036692626774311,0.02610861510038376,0.02912152372300625,0.032265808433294296,0.04050058498978615,-0.26120948791503906,0.44577881693840027
cnn_feat_18_std,1077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cnn_feat_18_min,1077.0,0.029122337698936462,0.0049594733864068985,0.008036692626774311,0.02610861510038376,0.02912152372300625,0.032265808433294296,0.04050058498978615,-0.26120948791503906,0.44577881693840027
cnn_feat_18_max,1077.0,0.029122337698936462,0.0049594733864068985,0.008036692626774311,0.02610861510038376,0.02912152372300625,0.032265808433294296,0.04050058498978615,-0.26120948791503906,0.44577881693840027
cnn_feat_19_mean,1077.0,7.145231211325154e-05,0.00045312641304917634,0.0,0.0,0.0,3.323480541439494e-06,0.006722199264913797,11.074501991271973,135.9260711669922
cnn_feat_19_std,1077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cnn_feat_19_min,1077.0,7.145231211325154e-05,0.00045312641304917634,0.0,0.0,0.0,3.323480541439494e-06,0.006722199264913797,11.074501991271973,135.9260711669922
cnn_feat_19_max,1077.0,7.145231211325154e-05,0.00045312641304917634,0.0,0.0,0.0,3.323480541439494e-06,0.006722199264913797,11.074501991271973,135.9260711669922
cnn_feat_20_mean,1077.0,0.030326034873723984,0.022188156843185425,0.002928883535787463,0.011723242700099945,0.024305880069732666,0.04717429727315903,0.09713994711637497,0.6567034721374512,-0.723180890083313
cnn_feat_20_std,1077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cnn_feat_20_min,1077.0,0.030326034873723984,0.022188156843185425,0.002928883535787463,0.011723242700099945,0.024305880069732666,0.04717429727315903,0.09713994711637497,0.6567034721374512,-0.723180890083313
cnn_feat_20_max,1077.0,0.030326034873723984,0.022188156843185425,0.002928883535787463,0.011723242700099945,0.024305880069732666,0.04717429727315903,0.09713994711637497,0.6567034721374512,-0.723180890083313
cnn_feat_21_mean,1077.0,0.004666088614612818,0.004077704157680273,0.0008916027727536857,0.0019482066854834557,0.0029624905437231064,0.0060165440663695335,0.026158727705478668,2.0669121742248535,4.643826007843018
cnn_feat_21_std,1077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cnn_feat_21_min,1077.0,0.004666088614612818,0.004077704157680273,0.0008916027727536857,0.0019482066854834557,0.0029624905437231064,0.0060165440663695335,0.026158727705478668,2.0669121742248535,4.643826007843018
cnn_feat_21_max,1077.0,0.004666088614612818,0.004077704157680273,0.0008916027727536857,0.0019482066854834557,0.0029624905437231064,0.0060165440663695335,0.026158727705478668,2.0669121742248535,4.643826007843018
cnn_feat_22_mean,1077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cnn_feat_22_std,1077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cnn_feat_22_min,1077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cnn_feat_22_max,1077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cnn_feat_23_mean,1077.0,0.0181259922683239,0.007396926172077656,0.002997474279254675,0.012444374151527882,0.018873678520321846,0.02378927171230316,0.03497873246669769,-0.14656154811382294,-0.8452650308609009
cnn_feat_23_std,1077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cnn_feat_23_min,1077.0,0.0181259922683239,0.007396926172077656,0.002997474279254675,0.012444374151527882,0.018873678520321846,0.02378927171230316,0.03497873246669769,-0.14656154811382294,-0.8452650308609009
cnn_feat_23_max,1077.0,0.0181259922683239,0.007396926172077656,0.002997474279254675,0.012444374151527882,0.018873678520321846,0.02378927171230316,0.03497873246669769,-0.14656154811382294,-0.8452650308609009
cnn_feat_24_mean,1077.0,0.05331766605377197,0.01475762203335762,0.023797035217285156,0.04020168259739876,0.05619410052895546,0.06660463660955429,0.07775324583053589,-0.3995661735534668,-1.2229888439178467
cnn_feat_24_std,1077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cnn_feat_24_min,1077.0,0.05331766605377197,0.01475762203335762,0.023797035217285156,0.04020168259739876,0.05619410052895546,0.06660463660955429,0.07775324583053589,-0.3995661735534668,-1.2229888439178467
cnn_feat_24_max,1077.0,0.05331766605377197,0.01475762203335762,0.023797035217285156,0.04020168259739876,0.05619410052895546,0.06660463660955429,0.07775324583053589,-0.3995661735534668,-1.2229888439178467
cnn_feat_25_mean,1077.0,0.06888820230960846,0.007268291432410479,0.051941558718681335,0.06254614889621735,0.06806810200214386,0.0752434954047203,0.0903053879737854,0.238613098859787,-0.9514861106872559
cnn_feat_25_std,1077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cnn_feat_25_min,1077.0,0.06888820230960846,0.007268291432410479,0.051941558718681335,0.06254614889621735,0.06806810200214386,0.0752434954047203,0.0903053879737854,0.238613098859787,-0.9514861106872559
cnn_feat_25_max,1077.0,0.06888820230960846,0.007268291432410479,0.051941558718681335,0.06254614889621735,0.06806810200214386,0.0752434954047203,0.0903053879737854,0.238613098859787,-0.9514861106872559
cnn_feat_26_mean,1077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cnn_feat_26_std,1077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cnn_feat_26_min,1077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cnn_feat_26_max,1077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cnn_feat_27_mean,1077.0,0.0782369077205658,0.012905574403703213,0.05361352860927582,0.06711926311254501,0.07743212580680847,0.08842311799526215,0.11187130212783813,0.18868941068649292,-0.955433189868927
cnn_feat_27_std,1077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cnn_feat_27_min,1077.0,0.0782369077205658,0.012905574403703213,0.05361352860927582,0.06711926311254501,0.07743212580680847,0.08842311799526215,0.11187130212783813,0.18868941068649292,-0.955433189868927
cnn_feat_27_max,1077.0,0.0782369077205658,0.012905574403703213,0.05361352860927582,0.06711926311254501,0.07743212580680847,0.08842311799526215,0.11187130212783813,0.18868941068649292,-0.955433189868927
